TRANSPORT,START,END,A,B,SPEED
CARGO_1957,1859-11-28 13:01:22,1859-11-28 22:18:18,Irondale,Leverstorm,67.76
CARGO_1958,1859-11-28 22:18:18,1859-11-29 06:12:07,Leverstorm,Irondale,79.65
CARGO_1959,1859-11-29 06:12:07,1859-11-29 13:08:32,Irondale,Gizbourne,75.79
CARGO_1960,1859-11-29 13:08:32,1859-11-29 20:29:57,Gizbourne,Irondale,71.5
CARGO_1960,1859-11-29 20:29:57,1859-11-30 09:32:12,Irondale,Cogburg,79.31
CARGO_1960,1859-11-30 09:32:12,1859-12-01 05:29:17,Cogburg,Steamdrift,63.61
CARGO_1961,1859-12-01 05:29:17,1859-12-02 01:13:04,Steamdrift,Cogburg,64.32
CARGO_1961,1859-12-02 01:13:04,1859-12-02 15:33:43,Cogburg,Irondale,72.09
CARGO_1961,1859-12-02 15:33:43,1859-12-02 22:30:37,Irondale,Gizbourne,75.7
CARGO_1962,1859-12-02 22:30:37,1859-12-03 13:18:29,Gizbourne,Rustport,82.44
CARGO_1963,1859-12-03 13:18:29,1859-12-04 06:59:51,Rustport,Cogburg,80.33
CARGO_1964,1859-12-04 06:59:51,1859-12-04 23:23:21,Cogburg,Steamdrift,77.42
CARGO_1965,1859-12-04 23:23:21,1859-12-05 19:03:12,Steamdrift,Rustport,99.01
CARGO_1966,1859-12-05 19:03:12,1859-12-06 11:28:44,Rustport,Irondale,79.27
CARGO_1967,1859-12-06 11:28:44,1859-12-06 20:45:05,Irondale,Leverstorm,67.84
CARGO_1968,1859-12-06 20:45:05,1859-12-07 05:13:12,Leverstorm,Irondale,74.27
CARGO_1968,1859-12-07 05:13:12,1859-12-07 17:03:49,Irondale,Cogburg,87.31
CARGO_1969,1859-12-07 17:03:49,1859-12-08 06:40:50,Cogburg,Irondale,75.93
CARGO_1969,1859-12-08 06:40:50,1859-12-08 16:07:58,Irondale,Leverstorm,66.54
CARGO_1970,1859-12-08 16:07:58,1859-12-09 00:44:08,Leverstorm,Copperhold,66.14
CARGO_1970,1859-12-09 00:44:08,1859-12-09 16:25:48,Copperhold,Cogburg,66.71
CARGO_1970,1859-12-09 16:25:48,1859-12-10 10:35:49,Cogburg,Steamdrift,69.85
CARGO_1971,1859-12-10 10:35:49,1859-12-11 09:27:46,Steamdrift,Rustport,85.15
CARGO_1972,1859-12-11 09:27:46,1859-12-12 02:08:47,Rustport,Irondale,78.04
CARGO_1973,1859-12-12 02:08:47,1859-12-12 18:14:46,Irondale,Rustport,80.87
CARGO_1974,1859-12-12 18:14:46,1859-12-13 13:02:32,Rustport,Irondale,69.27
CARGO_1975,1859-12-13 13:02:32,1859-12-13 20:19:20,Irondale,Gizbourne,72.25
CARGO_1976,1859-12-13 20:19:20,1859-12-14 02:53:31,Gizbourne,Irondale,80.06
CARGO_1976,1859-12-14 02:53:31,1859-12-14 15:13:46,Irondale,Cogburg,83.81
CARGO_1976,1859-12-14 15:13:46,1859-12-15 08:02:30,Cogburg,Steamdrift,75.48
CARGO_1977,1859-12-15 08:02:30,1859-12-16 02:30:20,Steamdrift,Cogburg,68.73
CARGO_1977,1859-12-16 02:30:20,1859-12-16 17:53:47,Cogburg,Copperhold,68.03
CARGO_1977,1859-12-16 17:53:47,1859-12-17 02:05:51,Copperhold,Leverstorm,69.38
CARGO_1978,1859-12-17 02:05:51,1859-12-17 08:44:53,Leverstorm,Copperhold,85.56
CARGO_1979,1859-12-17 08:44:53,1859-12-17 21:33:57,Copperhold,Cogburg,81.68
CARGO_1979,1859-12-17 21:33:57,1859-12-18 15:16:10,Cogburg,Steamdrift,71.68
CARGO_1980,1859-12-18 15:16:10,1859-12-19 07:10:34,Steamdrift,Cogburg,79.78
CARGO_1980,1859-12-19 07:10:34,1859-12-19 20:34:33,Cogburg,Copperhold,78.14
CARGO_1981,1859-11-24 08:00:00,1859-11-24 23:42:29,Copperhold,Cogburg,66.65
CARGO_1982,1859-11-24 23:42:29,1859-11-25 11:45:46,Cogburg,Irondale,85.78
CARGO_1982,1859-11-25 11:45:46,1859-11-25 17:45:38,Irondale,Gizbourne,87.7
CARGO_1983,1859-11-25 17:45:38,1859-11-26 01:18:06,Gizbourne,Irondale,69.75
CARGO_1983,1859-11-26 01:18:06,1859-11-26 16:37:25,Irondale,Cogburg,67.49
CARGO_1984,1859-11-26 16:37:25,1859-11-27 05:14:27,Cogburg,Irondale,81.95
CARGO_1985,1859-11-27 05:14:27,1859-11-27 11:38:20,Irondale,Gizbourne,82.21
CARGO_1986,1859-11-27 11:38:20,1859-11-27 17:48:09,Gizbourne,Irondale,85.34
CARGO_1986,1859-11-27 17:48:09,1859-11-28 06:35:01,Irondale,Cogburg,80.9
CARGO_1987,1859-11-28 06:35:01,1859-11-28 22:19:44,Cogburg,Copperhold,66.5
CARGO_1987,1859-11-28 22:19:44,1859-11-29 06:10:48,Copperhold,Leverstorm,72.47
CARGO_1988,1859-11-29 06:10:48,1859-11-29 18:19:05,Leverstorm,Gizbourne,71.35
CARGO_1989,1859-11-29 18:19:05,1859-11-30 06:43:32,Gizbourne,Leverstorm,69.8
CARGO_1990,1859-11-30 06:43:32,1859-11-30 19:06:24,Leverstorm,Gizbourne,69.95
CARGO_1991,1859-11-30 19:06:24,1859-12-01 09:55:48,Gizbourne,Rustport,82.3
CARGO_1992,1859-12-01 09:55:48,1859-12-02 03:36:25,Rustport,Irondale,73.66
CARGO_1992,1859-12-02 03:36:25,1859-12-02 08:37:45,Irondale,Copperhold,68.7
CARGO_1993,1859-12-02 08:37:45,1859-12-02 16:47:58,Copperhold,Leverstorm,69.64
CARGO_1994,1859-12-02 16:47:58,1859-12-03 02:01:05,Leverstorm,Irondale,68.23
CARGO_1995,1859-12-03 02:01:05,1859-12-03 16:09:29,Irondale,Rustport,92.08
CARGO_1996,1859-12-03 16:09:29,1859-12-04 14:36:44,Rustport,Steamdrift,86.71
CARGO_1997,1859-12-04 14:36:44,1859-12-05 13:20:30,Steamdrift,Rustport,85.66
CARGO_1998,1859-12-05 13:20:30,1859-12-06 14:05:09,Rustport,Steamdrift,78.69
CARGO_1999,1859-12-06 14:05:09,1859-12-07 07:19:59,Steamdrift,Cogburg,73.58
CARGO_1999,1859-12-07 07:19:59,1859-12-07 20:17:18,Cogburg,Irondale,79.81
CARGO_2000,1859-12-07 20:17:18,1859-12-08 00:49:52,Irondale,Copperhold,75.94
CARGO_2001,1859-12-08 00:49:52,1859-12-08 05:16:13,Copperhold,Irondale,77.72
CARGO_2001,1859-12-08 05:16:13,1859-12-08 11:28:45,Irondale,Gizbourne,84.71
CARGO_2002,1859-12-08 11:28:45,1859-12-08 23:35:01,Gizbourne,Leverstorm,71.54
CARGO_2003,1859-12-08 23:35:01,1859-12-09 08:06:47,Leverstorm,Irondale,73.74
CARGO_2004,1859-12-09 08:06:47,1859-12-09 12:49:58,Irondale,Copperhold,73.1
CARGO_2005,1859-12-09 12:49:58,1859-12-09 17:24:06,Copperhold,Irondale,75.51
CARGO_2005,1859-12-09 17:24:06,1859-12-10 12:00:25,Irondale,Rustport,69.98
CARGO_2006,1859-12-10 12:00:25,1859-12-11 04:46:03,Rustport,Irondale,77.68
CARGO_2006,1859-12-11 04:46:03,1859-12-11 09:01:43,Irondale,Copperhold,80.96
CARGO_2007,1859-12-11 09:01:43,1859-12-11 22:33:57,Copperhold,Cogburg,77.34
CARGO_2007,1859-12-11 22:33:57,1859-12-12 14:00:00,Cogburg,Steamdrift,82.22
CARGO_2008,1859-12-12 14:00:00,1859-12-13 08:53:03,Steamdrift,Cogburg,67.2
CARGO_2009,1859-12-13 08:53:03,1859-12-13 23:46:29,Cogburg,Irondale,69.44
CARGO_2009,1859-12-13 23:46:29,1859-12-14 06:45:48,Irondale,Gizbourne,75.27
CARGO_2010,1859-12-14 06:45:48,1859-12-14 14:12:44,Gizbourne,Irondale,70.61
CARGO_2010,1859-12-14 14:12:44,1859-12-15 03:57:30,Irondale,Cogburg,75.22
CARGO_2010,1859-12-15 03:57:30,1859-12-15 23:18:33,Cogburg,Steamdrift,65.58
CARGO_2011,1859-11-24 08:00:00,1859-11-25 01:47:25,Steamdrift,Cogburg,71.33
CARGO_2011,1859-11-25 01:47:25,1859-11-25 15:10:19,Cogburg,Irondale,77.27
CARGO_2011,1859-11-25 15:10:19,1859-11-25 22:23:59,Irondale,Gizbourne,72.77
CARGO_2012,1859-11-25 22:23:59,1859-11-26 04:54:34,Gizbourne,Irondale,80.8
CARGO_2012,1859-11-26 04:54:34,1859-11-26 17:07:29,Irondale,Cogburg,84.65
CARGO_2013,1859-11-26 17:07:29,1859-11-27 11:13:45,Cogburg,Rustport,78.49
CARGO_2014,1859-11-27 11:13:45,1859-11-28 09:32:16,Rustport,Steamdrift,87.28
CARGO_2015,1859-11-28 09:32:16,1859-11-29 02:27:31,Steamdrift,Cogburg,75.0
CARGO_2015,1859-11-29 02:27:31,1859-11-29 17:29:45,Cogburg,Copperhold,69.63
CARGO_2015,1859-11-29 17:29:45,1859-11-30 01:03:03,Copperhold,Leverstorm,75.32
CARGO_2016,1859-11-30 01:03:03,1859-11-30 09:13:08,Leverstorm,Irondale,77.01
CARGO_2016,1859-11-30 09:13:08,1859-11-30 21:45:41,Irondale,Cogburg,82.44
CARGO_2016,1859-11-30 21:45:41,1859-12-01 13:51:34,Cogburg,Steamdrift,78.83
CARGO_2017,1859-12-01 13:51:34,1859-12-02 08:01:35,Steamdrift,Cogburg,69.85
CARGO_2017,1859-12-02 08:01:35,1859-12-02 22:02:07,Cogburg,Irondale,73.81
CARGO_2018,1859-12-02 22:02:07,1859-12-03 10:29:50,Irondale,Cogburg,82.97
CARGO_2019,1859-12-03 10:29:50,1859-12-04 02:57:08,Cogburg,Rustport,86.36
CARGO_2020,1859-12-04 02:57:08,1859-12-04 15:09:04,Rustport,Gizbourne,100.01
CARGO_2021,1859-12-04 15:09:04,1859-12-05 01:29:04,Gizbourne,Leverstorm,83.81
CARGO_2022,1859-12-05 01:29:04,1859-12-05 08:35:12,Leverstorm,Copperhold,80.12
CARGO_2023,1859-12-05 08:35:12,1859-12-05 13:36:41,Copperhold,Irondale,68.66
CARGO_2023,1859-12-05 13:36:41,1859-12-05 20:29:25,Irondale,Gizbourne,76.47
CARGO_2024,1859-12-05 20:29:25,1859-12-06 03:06:32,Gizbourne,Irondale,79.47
CARGO_2024,1859-12-06 03:06:32,1859-12-06 07:44:02,Irondale,Copperhold,74.59
CARGO_2025,1859-12-06 07:44:02,1859-12-06 15:40:07,Copperhold,Leverstorm,71.71
CARGO_2026,1859-12-06 15:40:07,1859-12-06 23:58:04,Leverstorm,Copperhold,68.56
CARGO_2027,1859-12-06 23:58:04,1859-12-07 07:29:31,Copperhold,Leverstorm,75.62
CARGO_2028,1859-12-07 07:29:31,1859-12-07 20:09:34,Leverstorm,Gizbourne,68.36
CARGO_2029,1859-12-07 20:09:34,1859-12-08 07:42:42,Gizbourne,Leverstorm,74.96
CARGO_2030,1859-12-08 07:42:42,1859-12-08 17:28:00,Leverstorm,Irondale,64.48
CARGO_2030,1859-12-08 17:28:00,1859-12-09 06:48:44,Irondale,Cogburg,77.48
CARGO_2030,1859-12-09 06:48:44,1859-12-10 02:47:32,Cogburg,Steamdrift,63.51
CARGO_2031,1859-12-10 02:47:32,1859-12-10 16:56:27,Steamdrift,Cogburg,89.69
CARGO_2031,1859-12-10 16:56:27,1859-12-11 03:36:03,Cogburg,Irondale,97.0
CARGO_2031,1859-12-11 03:36:03,1859-12-11 10:30:46,Irondale,Leverstorm,91.0
CARGO_2032,1859-12-11 10:30:46,1859-12-11 18:46:34,Leverstorm,Copperhold,68.86
CARGO_2033,1859-12-11 18:46:34,1859-12-11 22:57:05,Copperhold,Irondale,82.63
CARGO_2033,1859-12-11 22:57:05,1859-12-12 15:26:30,Irondale,Rustport,78.95
CARGO_2034,1859-12-12 15:26:30,1859-12-13 10:59:56,Rustport,Irondale,66.57
CARGO_2034,1859-12-13 10:59:56,1859-12-13 15:57:19,Irondale,Copperhold,69.61
CARGO_2035,1859-12-13 15:57:19,1859-12-13 20:55:42,Copperhold,Irondale,69.37
CARGO_2035,1859-12-13 20:55:42,1859-12-14 14:52:03,Irondale,Rustport,72.58
CARGO_2036,1859-12-14 14:52:03,1859-12-15 11:27:45,Rustport,Cogburg,69.0
CARGO_2037,1859-12-15 11:27:45,1859-12-16 07:06:00,Cogburg,Rustport,72.36
CARGO_2038,1859-12-16 07:06:00,1859-12-17 01:38:39,Rustport,Irondale,70.21
CARGO_2038,1859-12-17 01:38:39,1859-12-17 06:48:45,Irondale,Copperhold,66.75
CARGO_2039,1859-12-17 06:48:45,1859-12-17 21:44:32,Copperhold,Cogburg,70.13
CARGO_2040,1859-12-17 21:44:32,1859-12-18 08:12:50,Cogburg,Irondale,98.74
CARGO_2040,1859-12-18 08:12:50,1859-12-18 13:43:40,Irondale,Gizbourne,95.4
CARGO_2041,1859-11-24 08:00:00,1859-11-25 01:33:39,Gizbourne,Rustport,69.47
CARGO_2042,1859-11-25 01:33:39,1859-11-25 17:54:03,Rustport,Irondale,79.68
CARGO_2042,1859-11-25 17:54:03,1859-11-26 02:12:02,Irondale,Leverstorm,75.79
CARGO_2043,1859-11-26 02:12:02,1859-11-26 09:26:57,Leverstorm,Irondale,86.78
CARGO_2044,1859-11-26 09:26:57,1859-11-26 22:16:05,Irondale,Cogburg,80.66
CARGO_2044,1859-11-26 22:16:05,1859-11-27 15:18:52,Cogburg,Steamdrift,74.44
CARGO_2045,1859-11-27 15:18:52,1859-11-28 07:21:13,Steamdrift,Cogburg,79.12
CARGO_2045,1859-11-28 07:21:13,1859-11-28 19:32:32,Cogburg,Irondale,84.83
CARGO_2046,1859-11-28 19:32:32,1859-11-29 02:17:28,Irondale,Gizbourne,77.94
CARGO_2047,1859-11-29 02:17:28,1859-11-29 08:43:35,Gizbourne,Irondale,81.74
CARGO_2048,1859-11-29 08:43:35,1859-11-30 02:04:34,Irondale,Rustport,75.04
CARGO_2049,1859-11-30 02:04:34,1859-11-30 19:28:12,Rustport,Irondale,74.85
CARGO_2050,1859-11-30 19:28:12,1859-12-01 12:09:46,Irondale,Rustport,78.0
CARGO_2051,1859-12-01 12:09:46,1859-12-02 05:22:06,Rustport,Irondale,75.67
CARGO_2051,1859-12-02 05:22:06,1859-12-02 15:01:11,Irondale,Leverstorm,65.17
CARGO_2052,1859-12-02 15:01:11,1859-12-03 03:45:10,Leverstorm,Gizbourne,68.01
CARGO_2053,1859-12-03 03:45:10,1859-12-03 09:18:57,Gizbourne,Irondale,94.55
CARGO_2054,1859-12-03 09:18:57,1859-12-03 13:54:40,Irondale,Copperhold,75.08
CARGO_2055,1859-12-03 13:54:40,1859-12-04 04:59:00,Copperhold,Cogburg,69.47
CARGO_2056,1859-12-04 04:59:00,1859-12-04 20:47:51,Cogburg,Rustport,89.86
CARGO_2057,1859-12-04 20:47:51,1859-12-05 10:32:41,Rustport,Irondale,94.71
CARGO_2058,1859-12-05 10:32:41,1859-12-06 00:29:26,Irondale,Cogburg,74.14
CARGO_2058,1859-12-06 00:29:26,1859-12-06 19:52:45,Cogburg,Steamdrift,65.45
CARGO_2059,1859-12-06 19:52:45,1859-12-07 12:50:51,Steamdrift,Cogburg,74.79
CARGO_2059,1859-12-07 12:50:51,1859-12-08 01:17:20,Cogburg,Irondale,83.11
CARGO_2060,1859-12-08 01:17:20,1859-12-08 06:01:32,Irondale,Copperhold,72.84
CARGO_2061,1859-12-08 06:01:32,1859-12-08 21:35:41,Copperhold,Cogburg,67.25
CARGO_2061,1859-12-08 21:35:41,1859-12-09 16:36:37,Cogburg,Steamdrift,66.73
CARGO_2062,1859-12-09 16:36:37,1859-12-10 11:14:51,Steamdrift,Cogburg,68.09
CARGO_2062,1859-12-10 11:14:51,1859-12-11 00:48:54,Cogburg,Irondale,76.21
CARGO_2063,1859-12-11 00:48:54,1859-12-11 12:08:40,Irondale,Cogburg,91.27
CARGO_2063,1859-12-11 12:08:40,1859-12-12 02:23:59,Cogburg,Steamdrift,89.02
CARGO_2064,1859-12-12 02:23:59,1859-12-12 18:47:29,Steamdrift,Cogburg,77.42
CARGO_2064,1859-12-12 18:47:29,1859-12-13 08:50:55,Cogburg,Copperhold,74.48
CARGO_2065,1859-12-13 08:50:55,1859-12-13 13:42:15,Copperhold,Irondale,71.05
CARGO_2066,1859-12-13 13:42:15,1859-12-14 04:10:55,Irondale,Cogburg,71.42
CARGO_2067,1859-12-14 04:10:55,1859-12-14 16:28:09,Cogburg,Irondale,84.15
CARGO_2068,1859-12-14 16:28:09,1859-12-15 06:14:23,Irondale,Cogburg,75.09
CARGO_2069,1859-12-15 06:14:23,1859-12-16 00:54:12,Cogburg,Rustport,76.14
CARGO_2070,1859-12-16 00:54:12,1859-12-16 16:28:22,Rustport,Irondale,83.62
CARGO_2070,1859-12-16 16:28:22,1859-12-17 00:59:40,Irondale,Leverstorm,73.81
CARGO_2071,1859-11-24 08:00:00,1859-11-24 16:22:49,Leverstorm,Copperhold,67.9
CARGO_2071,1859-11-24 16:22:49,1859-11-25 07:27:33,Copperhold,Cogburg,69.43
CARGO_2072,1859-11-25 07:27:33,1859-11-25 21:28:33,Cogburg,Irondale,73.77
CARGO_2072,1859-11-25 21:28:33,1859-11-26 04:23:10,Irondale,Gizbourne,76.12
CARGO_2073,1859-11-26 04:23:10,1859-11-26 10:01:59,Gizbourne,Irondale,93.15
CARGO_2073,1859-11-26 10:01:59,1859-11-26 21:12:07,Irondale,Cogburg,92.58
CARGO_2074,1859-11-26 21:12:07,1859-11-27 11:19:45,Cogburg,Steamdrift,89.83
CARGO_2075,1859-11-27 11:19:45,1859-11-28 03:35:26,Steamdrift,Cogburg,78.04
CARGO_2075,1859-11-28 03:35:26,1859-11-28 15:06:54,Cogburg,Irondale,89.72
CARGO_2075,1859-11-28 15:06:54,1859-11-28 21:26:04,Irondale,Gizbourne,83.23
CARGO_2076,1859-11-28 21:26:04,1859-11-29 03:55:57,Gizbourne,Irondale,80.95
CARGO_2076,1859-11-29 03:55:57,1859-11-29 08:35:42,Irondale,Copperhold,73.99
CARGO_2077,1859-11-29 08:35:42,1859-11-29 16:38:06,Copperhold,Leverstorm,70.77
CARGO_2078,1859-11-29 16:38:06,1859-11-30 01:03:38,Leverstorm,Copperhold,67.53
CARGO_2079,1859-11-30 01:03:38,1859-11-30 08:00:34,Copperhold,Leverstorm,81.88
CARGO_2080,1859-11-30 08:00:34,1859-11-30 17:42:43,Leverstorm,Irondale,64.83
CARGO_2080,1859-11-30 17:42:43,1859-12-01 07:57:40,Irondale,Cogburg,72.57
CARGO_2081,1859-12-01 07:57:40,1859-12-01 23:17:49,Cogburg,Copperhold,68.27
CARGO_2082,1859-12-01 23:17:49,1859-12-02 03:59:10,Copperhold,Irondale,73.57
CARGO_2082,1859-12-02 03:59:10,1859-12-02 20:57:15,Irondale,Rustport,76.73
CARGO_2083,1859-12-02 20:57:15,1859-12-03 14:50:52,Rustport,Cogburg,79.41
CARGO_2084,1859-12-03 14:50:52,1859-12-04 02:23:46,Cogburg,Irondale,89.54
CARGO_2085,1859-12-04 02:23:46,1859-12-04 16:43:54,Irondale,Rustport,90.82
CARGO_2086,1859-12-04 16:43:54,1859-12-05 09:55:45,Rustport,Cogburg,82.63
CARGO_2087,1859-12-05 09:55:45,1859-12-05 23:46:15,Cogburg,Irondale,74.7
CARGO_2088,1859-12-05 23:46:15,1859-12-06 04:12:27,Irondale,Copperhold,77.76
CARGO_2089,1859-12-06 04:12:27,1859-12-06 08:42:29,Copperhold,Irondale,76.66
CARGO_2089,1859-12-06 08:42:29,1859-12-07 00:38:40,Irondale,Rustport,81.7
CARGO_2090,1859-12-07 00:38:40,1859-12-07 14:40:27,Rustport,Gizbourne,86.96
CARGO_2090,1859-12-07 14:40:27,1859-12-08 01:50:15,Gizbourne,Leverstorm,77.57
CARGO_2091,1859-12-08 01:50:15,1859-12-08 13:03:43,Leverstorm,Gizbourne,77.15
CARGO_2092,1859-12-08 13:03:43,1859-12-08 20:29:22,Gizbourne,Irondale,70.82
CARGO_2093,1859-12-08 20:29:22,1859-12-09 01:01:56,Irondale,Copperhold,75.94
CARGO_2094,1859-12-09 01:01:56,1859-12-09 05:24:36,Copperhold,Irondale,78.81
CARGO_2094,1859-12-09 05:24:36,1859-12-09 22:20:32,Irondale,Rustport,76.89
CARGO_2095,1859-12-09 22:20:32,1859-12-10 12:52:44,Rustport,Gizbourne,83.93
CARGO_2096,1859-12-10 12:52:44,1859-12-11 04:32:47,Gizbourne,Rustport,77.87
CARGO_2097,1859-12-11 04:32:47,1859-12-11 18:35:08,Rustport,Irondale,92.74
CARGO_2097,1859-12-11 18:35:08,1859-12-11 22:49:50,Irondale,Copperhold,81.27
CARGO_2098,1859-12-11 22:49:50,1859-12-12 05:38:43,Copperhold,Leverstorm,83.5
CARGO_2099,1859-12-12 05:38:43,1859-12-12 15:25:28,Leverstorm,Irondale,64.32
CARGO_2099,1859-12-12 15:25:28,1859-12-13 04:35:19,Irondale,Cogburg,78.55
CARGO_2099,1859-12-13 04:35:19,1859-12-13 22:51:12,Cogburg,Steamdrift,69.48
CARGO_2100,1859-12-13 22:51:12,1859-12-14 14:36:03,Steamdrift,Cogburg,80.59
CARGO_2101,1859-11-24 08:00:00,1859-11-25 03:46:11,Cogburg,Rustport,71.88
CARGO_2102,1859-11-25 03:46:11,1859-11-25 20:34:56,Rustport,Irondale,77.44
CARGO_2102,1859-11-25 20:34:56,1859-11-26 01:01:46,Irondale,Copperhold,77.58
CARGO_2103,1859-11-26 01:01:46,1859-11-26 13:22:36,Copperhold,Cogburg,84.8
CARGO_2103,1859-11-26 13:22:36,1859-11-27 03:21:11,Cogburg,Steamdrift,90.8
CARGO_2104,1859-11-27 03:21:11,1859-11-27 17:46:38,Steamdrift,Cogburg,87.98
CARGO_2104,1859-11-27 17:46:38,1859-11-28 05:41:04,Cogburg,Copperhold,87.93
CARGO_2105,1859-11-28 05:41:04,1859-11-28 10:50:03,Copperhold,Irondale,66.99
CARGO_2106,1859-11-28 10:50:03,1859-11-28 20:18:59,Irondale,Leverstorm,66.34
CARGO_2107,1859-11-28 20:18:59,1859-11-29 03:33:04,Leverstorm,Copperhold,78.65
CARGO_2108,1859-11-29 03:33:04,1859-11-29 07:58:49,Copperhold,Irondale,77.89
CARGO_2109,1859-11-29 07:58:49,1859-11-29 15:02:52,Irondale,Gizbourne,74.43
CARGO_2110,1859-11-29 15:02:52,1859-11-29 22:34:20,Gizbourne,Irondale,69.9
CARGO_2111,1859-11-29 22:34:20,1859-11-30 10:12:04,Irondale,Cogburg,88.92
CARGO_2111,1859-11-30 10:12:04,1859-12-01 03:04:39,Cogburg,Steamdrift,75.19
CARGO_2112,1859-12-01 03:04:39,1859-12-01 19:51:59,Steamdrift,Cogburg,75.59
CARGO_2112,1859-12-01 19:51:59,1859-12-02 09:37:30,Cogburg,Copperhold,76.1
CARGO_2113,1859-12-02 09:37:30,1859-12-02 23:49:40,Copperhold,Cogburg,73.72
CARGO_2114,1859-12-02 23:49:40,1859-12-03 14:01:11,Cogburg,Copperhold,73.77
CARGO_2115,1859-12-03 14:01:11,1859-12-03 18:09:13,Copperhold,Irondale,83.46
CARGO_2115,1859-12-03 18:09:13,1859-12-04 10:17:53,Irondale,Rustport,80.65
CARGO_2116,1859-12-04 10:17:53,1859-12-05 00:34:48,Rustport,Gizbourne,85.42
CARGO_2117,1859-12-05 00:34:48,1859-12-05 07:03:00,Gizbourne,Irondale,81.3
CARGO_2117,1859-12-05 07:03:00,1859-12-05 19:15:05,Irondale,Cogburg,84.75
CARGO_2117,1859-12-05 19:15:05,1859-12-06 11:34:03,Cogburg,Steamdrift,77.78
CARGO_2118,1859-12-06 11:34:03,1859-12-07 07:35:28,Steamdrift,Cogburg,63.38
CARGO_2118,1859-12-07 07:35:28,1859-12-07 21:38:27,Cogburg,Irondale,73.6
CARGO_2119,1859-12-07 21:38:27,1859-12-08 05:38:32,Irondale,Leverstorm,78.61
CARGO_2120,1859-12-08 05:38:32,1859-12-08 14:54:59,Leverstorm,Irondale,67.82
CARGO_2120,1859-12-08 14:54:59,1859-12-09 09:29:06,Irondale,Rustport,70.12
CARGO_2121,1859-12-09 09:29:06,1859-12-10 03:11:28,Rustport,Irondale,73.53
CARGO_2121,1859-12-10 03:11:28,1859-12-10 08:14:20,Irondale,Copperhold,68.35
CARGO_2122,1859-12-10 08:14:20,1859-12-10 21:20:10,Copperhold,Cogburg,79.94
CARGO_2123,1859-12-10 21:20:10,1859-12-11 08:02:53,Cogburg,Irondale,96.53
CARGO_2123,1859-12-11 08:02:53,1859-12-11 13:29:44,Irondale,Gizbourne,96.56
CARGO_2124,1859-12-11 13:29:44,1859-12-11 19:46:40,Gizbourne,Irondale,83.73
CARGO_2124,1859-12-11 19:46:40,1859-12-12 00:11:33,Irondale,Copperhold,78.15
CARGO_2125,1859-12-12 00:11:33,1859-12-12 04:45:57,Copperhold,Irondale,75.44
CARGO_2125,1859-12-12 04:45:57,1859-12-12 10:58:49,Irondale,Gizbourne,84.64
CARGO_2126,1859-12-12 10:58:49,1859-12-12 17:48:48,Gizbourne,Irondale,76.98
CARGO_2126,1859-12-12 17:48:48,1859-12-12 22:46:23,Irondale,Copperhold,69.56
CARGO_2127,1859-12-12 22:46:23,1859-12-13 12:04:54,Copperhold,Cogburg,78.67
CARGO_2128,1859-12-13 12:04:54,1859-12-14 02:09:01,Cogburg,Copperhold,74.42
CARGO_2128,1859-12-14 02:09:01,1859-12-14 10:07:16,Copperhold,Leverstorm,71.38
CARGO_2129,1859-12-14 10:07:16,1859-12-14 19:55:55,Leverstorm,Irondale,64.11
CARGO_2130,1859-12-14 19:55:55,1859-12-15 00:23:26,Irondale,Copperhold,77.38
CARGO_2131,1859-11-24 08:00:00,1859-11-24 12:34:54,Copperhold,Irondale,75.3
CARGO_2131,1859-11-24 12:34:54,1859-11-25 07:10:04,Irondale,Rustport,70.05
CARGO_2132,1859-11-25 07:10:04,1859-11-26 01:20:20,Rustport,Irondale,71.65
CARGO_2133,1859-11-26 01:20:20,1859-11-26 12:22:27,Irondale,Cogburg,93.7
CARGO_2133,1859-11-26 12:22:27,1859-11-27 03:08:56,Cogburg,Steamdrift,85.89
CARGO_2134,1859-11-27 03:08:56,1859-11-27 17:45:24,Steamdrift,Cogburg,86.87
CARGO_2134,1859-11-27 17:45:24,1859-11-28 05:58:14,Cogburg,Copperhold,85.72
CARGO_2135,1859-11-28 05:58:14,1859-11-28 10:31:33,Copperhold,Irondale,75.74
CARGO_2135,1859-11-28 10:31:33,1859-11-28 17:36:06,Irondale,Gizbourne,74.34
CARGO_2136,1859-11-28 17:36:06,1859-11-29 00:41:48,Gizbourne,Irondale,74.14
CARGO_2136,1859-11-29 00:41:48,1859-11-29 14:17:34,Irondale,Cogburg,76.05
CARGO_2136,1859-11-29 14:17:34,1859-11-30 08:10:02,Cogburg,Steamdrift,71.0
CARGO_2137,1859-11-30 08:10:02,1859-12-01 02:34:57,Steamdrift,Cogburg,68.91
CARGO_2137,1859-12-01 02:34:57,1859-12-01 15:54:42,Cogburg,Irondale,77.57
CARGO_2137,1859-12-01 15:54:42,1859-12-02 00:37:48,Irondale,Leverstorm,72.15
CARGO_2138,1859-12-02 00:37:48,1859-12-02 08:52:49,Leverstorm,Irondale,76.24
CARGO_2138,1859-12-02 08:52:49,1859-12-03 01:00:39,Irondale,Rustport,80.72
CARGO_2139,1859-12-03 01:00:39,1859-12-03 13:50:18,Rustport,Gizbourne,95.11
CARGO_2140,1859-12-03 13:50:18,1859-12-03 20:01:19,Gizbourne,Irondale,85.06
CARGO_2140,1859-12-03 20:01:19,1859-12-04 00:14:24,Irondale,Copperhold,81.8
